"BEVOEGD GEZAG NUMMER","BEVOEGD GEZAG NAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","KVK-NUMMER","ADMINISTRATIEKANTOORNUMMER"
"73712","Stg. Katholiek en Interconf. Primair Onderwijs Veghel","Stadhuisplein","98","5461 KS","VEGHEL","1948","MEIERIJSTAD","Rooms-Katholiek","0413310790","www.skipov.nl","Postbus","358","5460 AJ","VEGHEL","41080082","696"
"73724","Nicolaas-Stichting","Beatrixlaan","1","9752 LN","HAREN GN","0017","HAREN","Rooms-Katholiek","0505346750","www.sintnicolaasschool.nl","Postbus","135","9750 AC","HAREN GN","41009707","780"
"73919","Stichting Blosse onderwijs","W.M. Dudokweg","47","1703 DA","HEERHUGOWAARD","0398","HEERHUGOWAARD","Interconfessioneel","0725660200","www.stichtingflore.nl","Postbus","279","1700 AG","HEERHUGOWAARD","41238241",""
"73932","Stichting Katholiek Onderwijs Borsele","Deken Tomaslaan","35","4453 AK","'S-HEERENHOEK","0654","BORSELE","Rooms-Katholiek","0113350877","www.donbosco-school.nl","Postbus","6","4453 ZG","'S-HEERENHOEK","41113731","413"
"74049","Stichting Signum","Berlicumseweg","8-G","5248 NT","ROSMALEN","0796","S HERTOGENBOSCH","Rooms-Katholiek","0738507850","www.signumonderwijs.nl","Postbus","104","5240 AC","ROSMALEN","41080912",""
"74154","Stichting Kath. Prim. Onderw. Roosendaal","Rector Hellemonsstraat","1-B","4702 RG","ROOSENDAAL","1674","ROOSENDAAL","Rooms-Katholiek","0165567761","www.kporoosendaal.nl","Postbus","1754","4700 BT","ROOSENDAAL","41102186","413"
"74426","Stichting Rooms Katholiek Onderwijs Huizen","Aristoteleslaan","135","1277 AV","HUIZEN","0406","HUIZEN","Rooms-Katholiek","0356260575","www.rkbsdespringplank.nl","Aristoteleslaan","135","1277 AV","HUIZEN","41192586","953"
"74492","Ver. v. Protestants-Christel. Onderwijs te Wassenaar","Herenweg","4","2242 ES","WASSENAAR","0629","WASSENAAR","Protestants-Christelijk","0705114223","www.herenwegschool.nl","Postbus","421","2240 AK","WASSENAAR","40407305","706"
"74531","Stichting Kind en Onderwijs Rotterdam","Crooswijksesingel","18","3034 CH","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0104125101","www.kindenonderwijsrotterdam.nl","Postbus","22009","3003 DA","ROTTERDAM","41125532","065"
"74609","Ver. Verstrekk. Basisonderwijs Geref. Grondslag Berkenwoude","Prins Clausstraat","1","2825 BG","BERKENWOUDE","1931","KRIMPENERWAARD","Protestants-Christelijk","0182362589","www.cbsberkenwoude.nl","Prins Clausstraat","1","2825 BG","BERKENWOUDE","40464148","165"
"74868","Stichting Katholiek Basisonderwijs Meijel","Kerkstraat","7","5768 BH","MEIJEL","1894","PEEL EN MAAS","Rooms-Katholiek","0774669210","www.dendoelhof.nl","Postbus","51","5768 ZH","MEIJEL","41066379",""
"74973","Ver. Prot.-Chr. Basisonderwijs te Sleeuwijk","Esdoornlaan","6","4254 AV","SLEEUWIJK","0870","WERKENDAM","Protestants-Christelijk","0183309028","www.morgenster-sleeuwijk.nl","Esdoornlaan","6","4254 AV","SLEEUWIJK","40271216","558"
"75064","Ver. St./Inst.houd. SmdB v. Bo op Ger. Grondslag te Ouddorp","Margrietweg","6","3253 BM","OUDDORP ZH","1924","GOEREE-OVERFLAKKEE","Protestants-Christelijk","0187682306","www.smdbkoninginbeatrix.nl","Margrietweg","6","3253 BM","OUDDORP ZH","40321608","606"
"75206","Stichting Katholieke Scholen Oegstgeest","Rembrandt van Rijnlaan","26","2343 SR","OEGSTGEEST","0579","OEGSTGEEST","Rooms-Katholiek","0715177211","www.jenaplandekring.nl","Rembrandt van Rijnlaan","26","2343 SR","OEGSTGEEST","41165717","098"
"75219","Stichting Kathol. Onderw. NO Twente","Lariksstraat","12","7572 DE","OLDENZAAL","0173","OLDENZAAL","Rooms-Katholiek","0541351769","www.konot.nl","Postbus","369","7570 AJ","OLDENZAAL","41027077","722"
"75375","Stichting Katholiek Onderwijs West-Friesland","Kerkstraat","79","1687 AM","WOGNUM","0420","MEDEMBLIK","Rooms-Katholiek","0229544810","www.skowestfriesland.nl","Kerkstraat","79","1687 AM","WOGNUM","41234335",""
"75388","Stichting SAAM scholen","Nelson Mandelaboulevard","2","5342 CZ","OSS","0828","OSS","Samenwerking Opb., RK, Alg. Bi","0412691615","www.saamscholen.nl","Postbus","661","5340 AR","OSS","41080189",""
"75531","Stichting Katholiek Onderwijs Pijnacker","Meidoornlaan","2","2641 CB","PIJNACKER","1926","PIJNACKER-NOOTDORP","Rooms-Katholiek","0153694066","www.skoppijnacker.nl","Meidoornlaan","2","2641 CB","PIJNACKER","41145357","413"
"75597","Kerobei, Stichting voor K/OPO Gem. Beesel, Maasbree en Venlo","Wylrehofweg","11","5912 PM","VENLO","0983","VENLO","Samenwerking Opb., RK","0773968888","www.kerobei.nl","Postbus","1035","5900 BA","VENLO","41062405","696"
"75688","Ver. voor Bijz. Onderw. op Algemene Grondslag","St.-Michaelstraat","30","5421 NK","GEMERT","1652","GEMERT-BAKEL","Algemeen bijzonder","0492364404","www.pandelaar.gemert.kennisnet.nl","St.-Michaelstraat","30","5421 NK","GEMERT","40235117","136"
"75753","Stichting Proceon voor PCO ih Gooi en omgeving","Julianalaan","15","1213 AP","HILVERSUM","0402","HILVERSUM","Protestants-Christelijk","0356980980","www.brandsmaschool.nl","Julianalaan","15","1213 AP","HILVERSUM","40516595","706"
"75934","Stichting Katholiek Onderwijs Rijsbergen","Sint Bavostraat","5","4891 CG","RIJSBERGEN","0879","ZUNDERT","Rooms-Katholiek","0765722600","","Postbus","80","3360 AB","SLIEDRECHT","41102625","136"
"75974","Herv. Schoolver. Op Geref. Grondsl. te Elspeet","Ds. Kalshovenweg","15","8075 AE","ELSPEET","0302","NUNSPEET","Protestants-Christelijk","0577492039","","Ds. Kalshovenweg","15","8075 AE","ELSPEET","40094335","165"
"76585","Stichting de Vrije School Zeeland","Willem Arondeusstraat","59","4333 DD","MIDDELBURG","0687","MIDDELBURG","Antroposofisch","0118612102","www.vsz.nl","Willem Arondeusstraat","59","4333 DD","MIDDELBURG","41113136","413"
"76663","Stg. Verstrekk. Basisonderwijs op Reformatorische Grondslag","Molenstraat","98","6721 WP","BENNEKOM","0228","EDE","Protestants-Christelijk","0318430660","","Molenstraat","98","6721 WP","BENNEKOM","41046812","165"
"76715","Ver. tot vest. en instandh. v. Sch. md Bijbel, Geref.Grondsl","Taxhof","5","4261 ZJ","WIJK EN AALBURG","0738","AALBURG","Protestants-Christelijk","0416532743","www.dehoeksteencbs.nl","Postbus","13","4260 AA","WIJK EN AALBURG","40271337","165"
"76740","Stichting Werkplaats Kindergemeenschap","Kees Boekelaan","12","3723 BA","BILTHOVEN","0310","DE BILT","Algemeen bijzonder","0302282841","www.wpkeesboeke.nl","Kees Boekelaan","12","3723 BA","BILTHOVEN","41177105","706"
"76793","Stichting Rooms Katholiek Onderwijs","Laauwikstraat","11","6663 CD","LENT","0268","NIJMEGEN","Rooms-Katholiek","0243233510","www.degeldershof.nl","Laauwikstraat","11","6663 CD","LENT","41048081","744"
"76806","Stg. Katholiek Primair Onderw. Oost-Veluwe","Hoenderparkweg","61","7335 GR","APELDOORN","0200","APELDOORN","Rooms-Katholiek","0555779799","www.veluwseonderwijsgroep.nl","Postbus","20250","7302 HG","APELDOORN","41042145",""
"76819","Stg. v. Prot.-Christ.-Onderw. te Ermelo","Putterweg","7-B","3851 GA","ERMELO","0233","ERMELO","Protestants-Christelijk","0341559876","www.vpcoermelo.nl","Postbus","284","3850 AG","ERMELO","40094405","606"
"76910","Stichting Interconfessioneel Onderwijs te Bredevoort","Pater Jan de Vriesstraat","17","7126 BL","BREDEVOORT","0197","AALTEN","Algemeen bijzonder","","www.bastionbredevoort.eu","Stadsbroek","109","7126 CP","BREDEVOORT","41047759","744"
"76961","Stichting Katholiek Onderwijs De Kwakel","Eendracht","8","1423 ET","UITHOORN","0451","UITHOORN","Rooms-Katholiek","0297520441","www.skodekwakel.nl","Eendracht","8","1423 ET","UITHOORN","41200260","722"
"77052","Stichting Overvecht Zuid Voor Het Katholiek Onderwijs","Teun de Jagerdreef","1-C","3561 JK","UTRECHT","0344","UTRECHT","Rooms-Katholiek","0334698272","","Postbus","5040","3502 JA","UTRECHT","41178118","706"
"77091","Sticht. Nederlands Inst. voor Katholieke Kerkmuziek","Plompetorengracht","5","3512 CA","UTRECHT","0344","UTRECHT","Rooms-Katholiek","0302319456","","Plompetorengracht","5","3512 CA","UTRECHT","41180001","706"
"77195","Katholieke Scholenstichting Utrecht (K.S.U.)","Kaap Hoorndreef","46-A","3563 AV","UTRECHT","0344","UTRECHT","Rooms-Katholiek","0302642080","www.ksu-utrecht.nl","Postbus","9001","3506 GA","UTRECHT","41177625","953"
"77196","Vereniging voor Prot. Christ. Primair Onderwijs te Rijssen","Molenstraat","3","7462 TK","RIJSSEN","1742","RIJSSEN-HOLTEN","Protestants-Christelijk","0548513813","www.pcporijssen.nl","Postbus","47","7460 AA","RIJSSEN","40074649","715"
"77235","Stichting Proles, stichting voor openb. en kathol. onderw.","Voltastraat","21","6902 PT","ZEVENAAR","0299","ZEVENAAR","Samenwerking Opb., RK","0316226514","www.stichtingproles.nl","Voltastraat","21","6902 PT","ZEVENAAR","41046206","744"
"77338","Stg. Veldvest bijzond. onderw. in Veldhoven en omgeving","Pastoor Jansenplein","21","5504 BS","VELDHOVEN","0861","VELDHOVEN","Rooms-Katholiek","0402531201","www.veldvest.nl","Pastoor Jansenplein","21","5504 BS","VELDHOVEN","41087600","947"
"77456","Stichting Vrijescholen Athena","Hofstraat","8","7411 PD","DEVENTER","0150","DEVENTER","Antroposofisch","0570612459","www.vsathena.nl","Postbus","749","7400 AS","DEVENTER","41027158","722"
"77533","Stichting Prisma","Stationspark","49","4462 DZ","GOES","0664","GOES","Rooms-Katholiek","0113218899","www.prisma-scholen.nl","Postbus","2100","4460 MC","GOES","41113537","413"
"77690","Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs","Jan Tooropstraat","136","1061 AD","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0205148080","www.kolom.net","Jan Tooropstraat","136","1061 AD","AMSTERDAM","41197969","136"
"77975","Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond","Boerhaaveweg","39","3401 MN","IJSSELSTEIN UT","0353","IJSSELSTEIN","Rooms-Katholiek","0306868444","www.lekenijssel.nl","Postbus","377","3400 AJ","IJSSELSTEIN UT","41177737","696"
"78066","Stichting Primair onderwijs in de gemeente Zundert","Berkenlaan","156","4881 XE","ZUNDERT","0879","ZUNDERT","Samenwerking PC, RK, Alg. Bijz","0765973502","www.annaschool.nl","Postbus","163","4880 AD","ZUNDERT","41102645",""
"78184","Stichting Vrije School Zwolle","Bachlaan","8","8031 HL","ZWOLLE","0193","ZWOLLE","Antroposofisch","0384225448","www.vrijeschoolzwolle.nl","Bachlaan","8","8031 HL","ZWOLLE","41022269","722"
"78197","Ver. voor Christelijk Onderw. op Reformatorische Grondslag","Liemers","2","8245 BP","LELYSTAD","0995","LELYSTAD","Reformatorisch","0320247917","","Liemers","2","8245 BP","LELYSTAD","40059361","165"
"78222","Stichting Scala, stg. voor kath., openb./a.b.o.","Kerkstraat","35","5154 AN","ELSHOUT","0797","HEUSDEN","Rooms-Katholiek","0416320264","www.scalascholen.nl","Kerkstraat","35","5154 AN","ELSHOUT","41080149","696"
"78457","Stichting Joodse Kindergem. Cheider","Zeelandstraat","11","1082 BV","AMSTERDAM","0363","AMSTERDAM","Joods","0206465564","www.cheider.nl","Postbus","7828","1008 AA","AMSTERDAM","41202962","222"
"78782","Octant, stichting voor christelijk basisonderwijs","Gildeweg","7-B","2632 BD","NOOTDORP","1926","PIJNACKER-NOOTDORP","Protestants-Christelijk","0153614698","www.octant.nl","Gildeweg","7-B","2632 BD","NOOTDORP","40397695","065"
"79003","Stichting Het Zonnewiel, Vrijeschool De Bilt","Weltevreden","6","3731 AL","DE BILT","0310","DE BILT","Antroposofisch","0302210430","www.zonnewieldebilt.nl","Weltevreden","6","3731 AL","DE BILT","41177379","722"
"79016","Montessori Vereniging Haarlemmermeer","Kaj Munkweg","45","2131 RV","HOOFDDORP","0394","HAARLEMMERMEER","Algemeen bijzonder","0235611500","","Kaj Munkweg","45","2131 RV","HOOFDDORP","40594077","706"
"79536","Stg. Atrium Katholiek Primair Onderwijs in Langedijk e.o.","Voorburggracht","262","1723 HN","NOORD-SCHARWOUDE","0416","LANGEDIJK","Rooms-Katholiek","0226343606","www.atriumscholen.nl","Postbus","63","1723 ZH","NOORD-SCHARWOUDE","41238770","940"
"79796","Stichting Neutraal Bijzonder Montessori Onderwijs Purmerend","Salland","38","1447 BT","PURMEREND","0439","PURMEREND","Algemeen bijzonder","0299479699","www.cpow.nl","Postbus","42","1440 AA","PURMEREND","41234103","706"
"79835","Veren. voor Montessorionderw. te Leusden","Uilenhoeve","39","3831 TX","LEUSDEN","0327","LEUSDEN","Algemeen bijzonder","0334940574","www.montessorischool.nl","Uilenhoeve","39","3831 TX","LEUSDEN","40506007","638"
"79874","Stichting Kopwerk","De Verwachting","7","1761 VM","ANNA PAULOWNA","1911","HOLLANDS KROON","Protestants-Christelijk","0223203000","www.kopwerk.nl","Postbus","79","1760 AB","ANNA PAULOWNA","40634243",""
"79952","Groenekanse Schoolvereniging de Nijepoort,BOAG Groenekan eo","Versteeglaan","144","3737 XC","GROENEKAN","0310","DE BILT","Algemeen bijzonder","0346210252","www.nijepoort.nl","Versteeglaan","144","3737 XC","GROENEKAN","40476503","706"
"80095","Verenig. voor PC Basisonderw. te Rijnsburg","Smidstraat","25","2231 EK","RIJNSBURG","0537","KATWIJK","Protestants-Christelijk","0714097780","www.pcborijnsburg.nl","Postbus","153","2230 AD","RIJNSBURG","40445240","706"
"80433","Stichting PIT-Onderwijs","Dr. Plesmanstraat","22","3331 KH","ZWIJNDRECHT","0642","ZWIJNDRECHT","Protestants-Christelijk","0788200010","www.pit-ko.nl","Postbus","325","3330 AH","ZWIJNDRECHT","40321947","065"
"81030","Vereniging voor Prot. Christ. Basis Onderwijs de Schakel","Beerzerhaar","5-A","7685 PP","BEERZERVELD","0175","OMMEN","Protestants-Christelijk","0523251788","","Beerzerhaar","5-A","7685 PP","BEERZERVELD","40059800","715"
"81069","Ver. Protestants-Christelijk Basisonderwijs 'Jonathan'","Fockema Andreaelaan","94","9244 BB","BEETSTERZWAAG","0086","OPSTERLAND","Protestants-Christelijk","0512382290","www.paedwizer.nl","Fockema Andreaelaan","94","9244 BB","BEETSTERZWAAG","40001679","780"
"81316","Stichting Amsterdamse Oecumenische Scholengroep","Laarderhoogtweg","25","1101 EB","AMSTERDAM","0363","AMSTERDAM","Protestants-Christelijk","0204106810","www.amosonderwijs.nl","Laarderhoogtweg","25","1101 EB","AMSTERDAM","41199695","239"
"81433","Ver. Prot. Chr. Basisonderwijs te Anjum","Burmaniastrjitte","1-A","9133 MV","ANJUM","0058","DONGERADEEL","Protestants-Christelijk","0519321387","www.cbs-de-eker.nl","Burmaniastrjitte","1-A","9133 MV","ANJUM","40001483","951"
"81810","Christelijke Schoolvereniging Amsterdam Zuid","Hondecoeterstraat","6","1071 LR","AMSTERDAM","0363","AMSTERDAM","Protestants-Christelijk","0206760625","","Postbus","9853","1006 AN","AMSTERDAM","40532667","222"
"81902","St. tot het verstrekken van Onderwijs Gereform. Grondslag","Pilootweg","2","4696 RJ","STAVENISSE","0716","THOLEN","Protestants-Christelijk","0166692800","","Pilootweg","2","4696 RJ","STAVENISSE","41113593","165"
"81967","Stichting voor Basisonderwijs op Gereformeerde Grondslag","Achterstraat","2-A","4675 BW","SINT PHILIPSLAND","0716","THOLEN","Protestants-Christelijk","0167573134","www.konjusch.nl","Achterstraat","2-A","4675 BW","SINT PHILIPSLAND","41113717","165"
"81979","Ver. tot Stg. en Instandhoud. van een School met den Bijbel","Scheepsbouwplein","10","2953 XM","ALBLASSERDAM","0482","ALBLASSERDAM","Protestants-Christelijk","0786912669","www.kompas-alblasserdam.nl","Postbus","80","3360 AB","SLIEDRECHT","40321109","136"
"82526","Stichting voor Prot. Christel. Basisonderwijs Apeldoorn","Jean Monnetpark","27","7336 BA","APELDOORN","0200","APELDOORN","Protestants-Christelijk","0555224477","","Postbus","328","7300 AH","APELDOORN","40103035",""
"82591","Stichting Chr. B.s. De Klokkenberg","Kopseweg","7","6522 KB","NIJMEGEN","0268","NIJMEGEN","Protestants-Christelijk","0243229220","www.basisschooldeklokkenberg.nl","Kopseweg","7","6522 KB","NIJMEGEN","41056250","606"
"82747","Stichting Jenaplanscholen Bollenstreek","Judith Leijsterstraat","2","2162 JK","LISSE","0553","LISSE","Algemeen bijzonder","0252418191","www.de-waterval.nl","Kamerlingh Onnesstraat","14-F","1821 BP","ALKMAAR","41166408","413"
"82785","Stichting Protestants Christelijk Onderwijs LEV","J.W. de Ruijterstraat","10","2771 HX","BOSKOOP","0484","ALPHEN AAN DEN RIJN","Protestants-Christelijk","0172217761","www.spco-lev.nl","J.W. de Ruijterstraat","10","2771 HX","BOSKOOP","40464295","136"
"82786","Stichting Interconfessionele Samenwerkingsschool Meddo","Beuksveld","6","7104 BD","WINTERSWIJK MEDDO","0294","WINTERSWIJK","Algemeen bijzonder","0543569406","www.tkempken.nl","Postbus","159","7000 AD","DOETINCHEM","41039424","744"
"82838","Vereniging Nieuwe School Edam","Voorhaven","114","1135 BT","EDAM","0385","EDAM-VOLENDAM","Algemeen bijzonder","0299371035","www.denieuweschool.nl","Voorhaven","114","1135 BT","EDAM","40625355","291"
"82981","Stichting Vrije School Michael","E de Boer-Van Rijkln","24","1403 GD","BUSSUM","1942","GOOISE MEREN","Antroposofisch","0356931967","www.vrijeschoolmichael.nl","Postbus","344","1400 AH","BUSSUM","41193099","722"
"83019","Ver. bevordering Chr. Onderw. te Bruinisse","Molenstraat","46","4311 ED","BRUINISSE","1676","SCHOUWEN-DUIVELAND","Protestants-Christelijk","0111482121","","Postbus","110","4310 AC","BRUINISSE","40309237","413"
"83149","VCO Bunschoten","Koningin Wilhelminastr","1","3751 DD","BUNSCHOTEN-SPAKENBURG","0313","BUNSCHOTEN","Protestants-Christelijk","0334951659","www.vcobunschoten.nl","Postbus","83","3750 GB","BUNSCHOTEN-SPAKENBURG","40506123","638"
"83163","Stg. Katholiek/Interconfess. (RK/PC) Onderwijs 'Sint Bavo'","Baan","47","2012 DC","HAARLEM","0392","HAARLEM","Rooms-Katholiek","0235125900","www.stichtingsintbavo.nl","Postbus","3375","2001 DJ","HAARLEM","41223733","706"
"83228","Stichting Christelijk Onderwijs Delft e.o.","Vulcanusweg","263-G","2624 AV","DELFT","0503","DELFT","Protestants-Christelijk","0152154880","www.scodelft.nl","Postbus","2924","2601 CX","DELFT","41145807","696"
"83267","Vereniging voor Protestants Christelijk Basisonderwijs te Lutten","Gouden Regenstraat","21","7775 AX","LUTTEN","0160","HARDENBERG","Protestants-Christelijk","0523682508","","Gouden Regenstraat","21","7775 AX","LUTTEN","40061260","715"
"83280","Stichting Kindante, leren leren, leren leven","Dr. Nolenslaan","138","6136 GV","SITTARD","1883","SITTARD-GELEEN","Samenwerking Opb., PC, RK, Alg","0464363366","www.kindante.nl","Dr. Nolenslaan","138","6136 GV","SITTARD","41071699",""
"83579","Stichting Hervormde Scholen de Drieslag","Lange Voren","88","3773 AS","BARNEVELD","0203","BARNEVELD","Protestants-Christelijk","0342478243","www.dedrieslag.nl","Lange Voren","88","3773 AS","BARNEVELD","41048729","638"
"83656","Vereniging 'een School met de Bijbel'","Zuiderzeestraatweg Oost","62","8081 LD","ELBURG","0230","ELBURG","Protestants-Christelijk","0525681789","www.pwa-oostendorp.nl","Zuiderzeestraatweg Oost","62","8081 LD","ELBURG","40094463","638"
"83696","Ver. Prot.-Christ. Onderwijs te Holten","Schoolstraat","9","7451 EV","HOLTEN","1742","RIJSSEN-HOLTEN","Protestants-Christelijk","0548366160","www.deregenboog-holten.nl","Schoolstraat","9","7451 EV","HOLTEN","40650667","715"
"83786","Vereniging voor Christelijk Onderwijs Instituut Coolsma","Coolsmalaan","5","3971 KW","DRIEBERGEN-RIJSENBURG","1581","UTRECHTSE HEUVELRUG","Protestants-Christelijk","0343513735","www.cbscoolsma.nl","Coolsmalaan","5","3971 KW","DRIEBERGEN-RIJSENBURG","40476411","706"
"83864","Vereniging 'Een School met de Bijbel'","Dubbelsteynlaan West","54","3319 EL","DORDRECHT","0505","DORDRECHT","Protestants-Christelijk","0786214437","www.scholenvanoranje.nl","Postbus","9041","3301 AA","DORDRECHT","40321023","136"
"83968","Vereniging Hervormde Scholen Ede","Nieuwe Maanderbuurtweg","2","6717 AS","EDE GLD","0228","EDE","Protestants-Christelijk","0318630564","www.hervormdescholenede.nl","Nieuwe Maanderbuurtweg","2","6717 AS","EDE GLD","40119828","606"
"84046","Ver. v. Prot.-Christ. Onderw. te Eerbeek","T.M.C. Asserstraat","28","6961 XB","EERBEEK","0213","BRUMMEN","Protestants-Christelijk","0313651796","www.de-enk-eerbeek.nl","Postbus","157","6960 AD","EERBEEK","40102129","744"
"84215","Ver. tot Stg. en Instandh. van een School met de Bijbel","Stationsweg","87","8166 KA","EMST","0232","EPE","Protestants-Christelijk","0578661288","www.schoolmetdebijbel-emst.nl","Stationsweg","87","8166 KA","EMST","40102423","638"
"84332","Ver. voor P.C. Basisonderwijs, 'Rehoboth' te Frieschepalen e","De Kolk","1","9249 MC","FRIESCHEPALEN","0086","OPSTERLAND","Protestants-Christelijk","0512302600","www.pcborehoboth.nl","De Kolk","1","9249 MC","FRIESCHEPALEN","40001477","780"
"84411","Vereniging Jenaplanschool Gouda","Scholenpad","4","2804 RW","GOUDA","0513","GOUDA","Algemeen bijzonder","0182546744","www.carrousel.nl","Scholenpad","4","2804 RW","GOUDA","40465521","606"
"84423","Ver. voor Prod. Chr. Onderwijs te Garderen, Stroe&Kootw.broe","Puurveenseweg","31","3774 PH","KOOTWIJKERBROEK","0203","BARNEVELD","Protestants-Christelijk","0342440390","","Puurveenseweg","31","3774 PH","KOOTWIJKERBROEK","40121316","606"
"84489","Stichting Freinetschool Heiloo","Boekenstein","43","1852 WS","HEILOO","0399","HEILOO","Algemeen bijzonder","0725321585","www.elckerlyc-heiloo.nl","Sokkerwei","2","1901 KZ","CASTRICUM","41239281","401"
"84567","Stichting 'De Nieuwe Kring'","Prinses Beatrixlaan","156-C","1111 GH","DIEMEN","0384","DIEMEN","Algemeen bijzonder","0206400982","www.denieuwekring.nl","Postbus","9853","1006 AN","AMSTERDAM","41201431","222"
"84579","Ver. Herv. Sch.gem. voor Prot.-Chr. Ond. te Genem.","Taghof","2","8281 NA","GENEMUIDEN","1896","ZWARTEWATERLAND","Protestants-Christelijk","0383856625","","Postbus","142","8280 AC","GENEMUIDEN","40059121","638"
"84787","Vereniging voor Evangelisatie 'Het Mosterdzaadje'","Oranjeweg","116","8166 JD","EMST","0232","EPE","Protestants-Christelijk","","www.cbshetmosterdzaadje.nl","Oranjeweg","116","8166 JD","EMST","40101350","165"
"84801","Stichting Vrije School Amersfoort","Romeostraat","74","3816 SE","AMERSFOORT","0307","AMERSFOORT","Antroposofisch","0334727622","www.vrijeschoolamersfoort.nl","Romeostraat","74","3816 SE","AMERSFOORT","41188965","722"
"84827","Ver. Prot.-Chr. Bas.onderwijs te Sprang-Capelle/Kaatsheuvel","Willem de Zwijgerstraat","29","5161 HB","SPRANG-CAPELLE","0867","WAALWIJK","Protestants-Christelijk","0416273311","www.cbderank.nl","Willem de Zwijgerstraat","29","5161 HB","SPRANG-CAPELLE","40272004","606"
"85048","De Capelse Schoolvereniging","Alkenlaan","91","2903 EB","CAPELLE AAN DEN IJSSEL","0502","CAPELLE AAN DEN IJSSEL","Algemeen bijzonder","0104505808","www.decsv.nl","Postbus","194","2900 AD","CAPELLE AAN DEN IJSSEL","40344483","606"
